model,image_name,mosz1,mosz2,mosz3,prompt
stable-diffusion,010-1.png,3.032686229916035,2.611068178001007,2.9013906593779906,"""A giraffe walking through a green grass covered field"""
Lafite,037-2.png,1.9304116064359,2.222285493386828,2.4338454769978184,"""A bare kitchen has wood cabinets and white appliances"""
DALLE,013-3.png,2.5452051580434123,2.7176645365704664,2.7839765036489093,"""a teddy bear on a skateboard"""
Unidiffuser,037-3.png,1.407211709370534,1.7328419600423584,2.071369569920763,"""A bare kitchen has wood cabinets and white appliances"""
Lafite,071-2.png,1.6925742003663302,2.0213046914291417,2.1086486202096664,"""three children on a couch"""
Lafite,039-1.png,1.830251698652475,1.944720498344907,1.9744333118207456,"""a teddy bear on a skateboard in times square"""
Glide,066-4.png,1.767009481080244,1.85602196041816,1.8563223251315568,"""the word 'START'"""
stable-diffusion,082-2.png,2.7496851327001752,2.517896272586136,2.583200530303808,"""an overhead view of a pickup truck with boxes in its flatbed"""
stable-diffusion,063-4.png,2.48476691281104,2.7404656607226805,2.201540662300851,"""A sign that says Deep Learning"""
Lafite,056-4.png,2.335788639352555,2.16656959485272,2.1859741568232804,"""an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"""
Unidiffuser,013-2.png,2.726083987021541,2.68983241500955,2.3437569112442325,"""a teddy bear on a skateboard"""
Glide,075-3.png,2.383499117251478,2.657425225892988,2.763168071511344,"""three green peppers"""
DALLE,093-2.png,2.556704375985732,2.50600333969794,2.63594278142983,"""a closet without clothes"""
Controlnet,057-1.png,2.981617737174714,2.6437541155449007,2.318244277407832,"""an oil painting of a tree and a building"""
Unidiffuser,033-4.png,2.423375405617457,2.4609928184218464,2.1795610356805284,"""purple lego dollhouse with a pool and a swing"""
Lafite,026-2.png,1.9080236493876248,1.9246763472809016,1.7725435046949278,"""A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats."""
Controlnet,006-1.png,3.0051206002414714,2.718499281568987,2.8933064649983,"""a book cover"""
Unidiffuser,026-3.png,2.40398180839241,2.605078953016919,2.4155651992094334,"""A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats."""
Glide,004-4.png,2.0533560619077385,2.7473088596582427,2.819346630786854,"""a flower"""
stable-diffusion,056-1.png,3.175524207611018,2.979305890878877,2.49003419254295,"""an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"""
DALLE,008-3.png,3.339365015946957,3.3182786035184626,3.400374740693428,"""a fall landscape"""
DALLE,017-4.png,2.279328955642675,2.690565385626112,2.879751264345366,"""a coffee table with a magazine on it"""
stable-diffusion,090-1.png,3.1733751881136767,2.8700513568870667,2.142746985995424,"""A bird gives an apple to a squirrel"""
DALLE,026-2.png,2.6141864546881672,2.397628769612703,2.0431230176742243,"""A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats."""
DALLE,023-1.png,2.721559107264349,2.6266920572356054,2.9217809517824245,"""a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese"""
Glide,023-1.png,1.8875156571531693,2.1733506949011105,2.148877690911592,"""a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese"""
Unidiffuser,024-1.png,3.2035667368323617,3.01324048198822,2.655561765342642,"""a tree reflected in the sunroof of a blue car"""
Lafite,033-4.png,2.100856761373551,2.3804665391560462,2.367653985181586,"""purple lego dollhouse with a pool and a swing"""
stable-diffusion,063-1.png,3.131984982858228,3.17233848468153,2.6824825386448645,"""A sign that says Deep Learning"""
Unidiffuser,009-3.png,2.113555341272029,2.380149932471706,2.6545567347657686,"""a photo of san francisco's golden gate bridge"""
Controlnet,060-3.png,2.0576995958509725,1.8616136989109693,1.8580479348654872,"""a cartoon of a dog saying ""I see what you did there"""""
stable-diffusion,011-4.png,3.056981559872757,2.967547929403852,3.118479963381845,"""a woman with long hair"""
stable-diffusion,041-4.png,2.923071249708584,2.95035692916196,3.1772546919463496,"""A photo of an astronaut riding a horse in the forest."""
stable-diffusion,091-1.png,2.937316009593256,3.1101651530662844,3.141384659728356,"""a classroom without any students"""
Unidiffuser,016-1.png,2.031107881342888,2.033204373875276,2.0097008100673137,"""A heart made of chocolate"""
Unidiffuser,006-4.png,2.7701523357064457,2.6907330620240795,2.7468167443569564,"""a book cover"""
Lafite,084-4.png,2.196969427358948,2.321293708316248,2.246749626642677,"""a cross-section view of a walnut"""
Lafite,092-4.png,2.04238632147994,1.9234575088948709,2.0703143905948087,"""a car with no windows"""
Lafite,031-3.png,2.236228679924933,2.2514594289967267,2.4926558277708475,"""a library filled with kids reading books"""
stable-diffusion,065-3.png,3.1215032948691457,2.951878083325284,2.655914387338021,"""Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."""
Lafite,076-3.png,2.1864811032943967,2.3729100385886657,2.124125921974729,"""three small yellow boxes"""
Controlnet,018-1.png,3.231106264511439,2.820194001840844,3.096646284555644,"""Sunset over the sea"""
Lafite,036-4.png,1.9563121828708083,2.041407116248716,2.439639727459362,"""a kids' book cover with an illustration of white dog driving a red pickup truck"""
Lafite,007-4.png,2.273308616697272,2.435641488361337,2.745186733927276,"""a kitchen"""
Glide,048-3.png,1.897919771988268,2.0297445648176056,2.0767950100950747,"""A large city fountain that has milk instead of water. Several cats are leaning into the fountain."""
DALLE,021-3.png,2.898856266001503,2.9812212660102246,3.1003565849263284,"""a grandmother reading a book to her grandson and granddaughter"""
stable-diffusion,049-3.png,2.6088649972611893,2.426073025408084,2.6034598374322138,"""an elephant walking on the Great Wall"""
Controlnet,069-2.png,2.6441891058619538,2.4315660664608325,2.3105093739694067,"""A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."""
Controlnet,077-4.png,2.756965694974327,2.5673869086755765,2.663713754696285,"""two pianos next to each other"""
stable-diffusion,002-4.png,2.87236558438705,2.791728145970091,2.73866259834464,"""a boat"""
Unidiffuser,073-3.png,1.8509255850480664,2.1173440712016807,2.5969704029169405,"""two red balls on a table"""
stable-diffusion,095-3.png,2.761882508542689,2.953949018291396,1.810080458908528,"""a plate that has no bananas on it. there is a glass without orange juice next to it."""
Controlnet,056-1.png,2.4459498514069216,2.2756396864717114,2.4196694722105674,"""an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"""
Glide,074-4.png,2.324376026352423,2.3642310656733634,2.612691362697896,"""ten red apples"""
Controlnet,040-2.png,2.5910174969296627,2.49160287844192,2.972092603149109,"""A blue colored dog"""
DALLE,089-2.png,2.661414840349737,3.007696852260634,3.150943652760912,"""an aerial view of the Great Wall"""
stable-diffusion,078-3.png,2.632797376043124,2.44566375867204,2.089867506549197,"""a tennis court with three yellow cones on it"""
Lafite,091-4.png,1.9383680055006485,2.146343748607772,2.231370854701061,"""a classroom without any students"""
DALLE,012-2.png,2.870459267079818,3.072967321478707,3.125906570034929,"""A red bus is driving on the road"""
Glide,077-3.png,2.201913646418709,1.916402421014856,1.8824828813289087,"""two pianos next to each other"""
Glide,065-3.png,2.2083807225435983,2.500171176253728,1.8110105690413587,"""Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."""
stable-diffusion,052-3.png,2.7982767349074287,2.774313813876597,2.830995834434061,"""a cartoon of a train going to the moon"""
Glide,088-3.png,1.8928559789772084,2.2010567564260533,2.2939528911224283,"""an aerial photo of a sandy island in the ocean"""
Unidiffuser,080-1.png,2.79855323855226,2.303177887231457,2.343910838729527,"""view of a giraffe and a zebra in the middle of a field"""
DALLE,062-3.png,2.7968923677776854,2.449083067165388,2.234392531706292,"""a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background."""
Controlnet,083-2.png,3.037610039660928,2.661903953301632,3.0208417744323515,"""view of a clock tower from above"""
Lafite,071-1.png,2.10215048462938,2.1088485399754826,2.1416938374917485,"""three children on a couch"""
stable-diffusion,040-2.png,3.2372807305768427,3.2335331175867497,3.1252241832914622,"""A blue colored dog"""
Lafite,045-3.png,1.7998199192609516,2.271650068817494,1.998794286246337,"""A bowl of soup that looks like a monster with tofu says deep learning"""
Lafite,018-1.png,2.2905115702762826,2.6584661191972545,2.9133885258817207,"""Sunset over the sea"""
Unidiffuser,005-2.png,3.5047075695913628,3.2668201077572867,3.594058142724422,"""a green pepper"""
DALLE,063-1.png,3.140349983604811,3.0355058615999275,2.6232021128743304,"""A sign that says Deep Learning"""
Glide,087-4.png,1.92209186090278,2.567695987347985,2.175863304394321,"""an aerial view of a dining room"""
DALLE,098-4.png,2.9600402630993217,2.9031289362081623,2.9898187284535505,"""a street without vehicles"""
Unidiffuser,060-4.png,1.7264841826190882,1.847093496801925,1.9493002413362528,"""a cartoon of a dog saying ""I see what you did there"""""
Controlnet,066-4.png,2.476084000762716,2.2830295248716395,2.0174959950702,"""the word 'START'"""
Lafite,082-3.png,1.6929226010280338,1.9717514926282529,1.6949633197139942,"""an overhead view of a pickup truck with boxes in its flatbed"""
DALLE,085-1.png,3.389783544184888,3.685957085785847,3.174592132309553,"""a close-up of an old-fashioned cocktail"""
stable-diffusion,087-2.png,2.0945285836740952,2.1833065999331063,2.609305214591952,"""an aerial view of a dining room"""
Lafite,098-3.png,2.057789105702148,2.083701391206361,2.351484297529041,"""a street without vehicles"""
DALLE,046-2.png,2.551345601713204,2.427740611293975,2.6730331544931523,"""a drawing of a series of musical notes wrapped around the Earth"""
Controlnet,044-3.png,2.409391899832662,2.7162360158555328,2.3221227498041555,"""an orange wearing a cowboy hat"""
Lafite,070-4.png,1.9221970125781505,1.959584088062924,2.0418792399613324,"""Four cats surrounding a dog"""
Controlnet,015-1.png,2.876634634247538,2.9903723820808144,2.726566267561452,"""A bowl of Chicken Pho"""
Glide,086-3.png,2.048738768681692,2.0413603275752443,2.004247935926608,"""A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration."""
Unidiffuser,022-2.png,3.095058016651013,2.81740801539956,2.7314322023137017,"""a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. """
Lafite,062-1.png,2.304608142679791,2.521911508098884,2.645974337530713,"""a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background."""
Unidiffuser,043-2.png,2.43951192388088,2.3484907335027136,2.5153662726195263,"""a sword slicing through a loaf of bread"""
Controlnet,092-3.png,3.174850554815165,2.767651063112476,2.434250259094936,"""a car with no windows"""
Lafite,094-4.png,1.8684640321697343,1.9234288896458445,1.7708452808613315,"""a banana without its peel"""
stable-diffusion,020-3.png,2.807963551279381,2.1511263290874534,2.090467089254392,"""A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope."""
DALLE,040-1.png,3.337618144113718,3.134347379605748,2.518025965685021,"""A blue colored dog"""
stable-diffusion,006-2.png,3.0179667917127952,2.603959742248524,2.515759175115865,"""a book cover"""
Unidiffuser,013-3.png,2.94958108576959,2.854007383153164,2.820546982300092,"""a teddy bear on a skateboard"""
Glide,022-3.png,2.290176868291634,2.3166499120029407,2.199868720540401,"""a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. """
stable-diffusion,052-1.png,2.5821451788747103,2.576103504405653,2.562507691844334,"""a cartoon of a train going to the moon"""
DALLE,020-3.png,2.3903959531382,1.987104456434844,2.107639546365392,"""A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope."""
Unidiffuser,077-3.png,2.6003360663029857,2.232392837961749,2.0694120428126275,"""two pianos next to each other"""
Unidiffuser,003-2.png,3.130416709874248,2.988431791275929,2.850823432909192,"""a bench"""
DALLE,081-3.png,2.6756020207865987,2.486937371769586,2.9503298160881712,"""two people facing each other"""
Unidiffuser,072-1.png,1.9392045879300093,2.4928850060383594,2.298927361073163,"""two motorcycles facing each other"""
Lafite,027-4.png,2.065034451128932,2.186472463528668,2.066279420745391,"""A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table"""
Glide,052-3.png,2.0301889403856466,2.024661174604163,1.8745589288012976,"""a cartoon of a train going to the moon"""
Unidiffuser,005-1.png,2.051982694930561,2.317581220102556,2.2478222812850275,"""a green pepper"""
DALLE,014-3.png,3.127836164351649,3.1455866408215045,2.166389326519755,"""a pumpkin with a candle in it"""
DALLE,075-1.png,3.208264358292232,3.312712740463277,3.25527562514084,"""three green peppers"""
Lafite,096-2.png,2.2414168558381395,2.3927766596560294,2.3848912317807622,"""We painted the wall with cracks."""
Controlnet,096-2.png,3.2323732592830146,2.9881084887267795,3.131685241077648,"""We painted the wall with cracks."""
Glide,016-2.png,2.199871824719183,2.471011699205617,2.236966488325487,"""A heart made of chocolate"""
Unidiffuser,067-4.png,1.7952117760717812,1.8657239892420407,1.891780712710984,"""a yellow wall with 'Hello, world.' written on it"""
Glide,099-2.png,2.155622611905349,2.307492850229353,2.263978344956288,"""An aerial view of Ha Long Bay without any boats"""
stable-diffusion,084-2.png,2.838823174496946,2.7267303047933296,2.92336424214309,"""a cross-section view of a walnut"""
stable-diffusion,071-3.png,2.547296697822323,2.343232674646952,2.631786335042866,"""three children on a couch"""
Lafite,028-1.png,1.904790097486091,2.0686866524469907,2.5402865461790776,"""Snow mountain and tree reflection in the lake"""
stable-diffusion,060-3.png,2.1616056465739577,1.9020788437259069,2.037362900549895,"""a cartoon of a dog saying ""I see what you did there"""""
stable-diffusion,072-1.png,3.2136568888403554,3.004325872385908,2.8363232475038567,"""two motorcycles facing each other"""
Glide,013-1.png,1.992345020452772,2.09315807848999,2.029573777304411,"""a teddy bear on a skateboard"""
Unidiffuser,058-3.png,2.809708149801676,2.800270634822698,3.2934946322245566,"""a painting of a white country home with a wrap-around porch"""
Controlnet,082-4.png,3.00199514992564,2.8269519458245727,2.4833061699830727,"""an overhead view of a pickup truck with boxes in its flatbed"""
DALLE,052-2.png,2.8183429714776973,2.5358998679680145,2.715607586099854,"""a cartoon of a train going to the moon"""
Glide,064-3.png,2.262269692029128,2.674861494520969,2.2017031491292767,"""the word 'APPLE' on an apple"""
Controlnet,047-3.png,2.706428028879996,2.6366159625730967,2.6830480751703667,"""a small kitchen with a white goat in it"""
stable-diffusion,030-4.png,2.549712839474741,2.7847918646817176,2.351339627634756,"""a dolphin in an astronaut suit on saturn"""
Unidiffuser,064-4.png,2.5314690426550994,2.17057973968046,2.473199806822186,"""the word 'APPLE' on an apple"""
stable-diffusion,058-2.png,2.4353477689080174,2.4897747986708234,2.53185097648064,"""a painting of a white country home with a wrap-around porch"""
Controlnet,048-3.png,2.636331083964384,2.4109537792960007,2.3484326832173545,"""A large city fountain that has milk instead of water. Several cats are leaning into the fountain."""
DALLE,038-1.png,2.692903573995252,2.877508376910371,2.893052893530608,"""a fall landscape with a small cottage next to a lake"""
Unidiffuser,045-2.png,2.643451029718899,2.593047368150327,2.180387988257364,"""A bowl of soup that looks like a monster with tofu says deep learning"""
Controlnet,043-2.png,2.912999245241942,2.511574701510268,2.6705592246327603,"""a sword slicing through a loaf of bread"""
Glide,020-4.png,1.8711998794466065,1.6898411763384815,1.9809887659519687,"""A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope."""
stable-diffusion,089-1.png,3.1045609081881604,3.188871995046677,3.05290574080159,"""an aerial view of the Great Wall"""
Unidiffuser,065-2.png,3.097531671643034,3.072097099262592,2.918990943857863,"""Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."""
DALLE,009-3.png,3.366789565950876,3.2917797763167465,3.2077415505481226,"""a photo of san francisco's golden gate bridge"""
Unidiffuser,053-2.png,2.7479189229135774,2.6835893951919774,2.597499621010564,"""A spaceship made of cardboard."""
Unidiffuser,000-4.png,3.048591152464317,2.9826161244003964,2.962675321200709,"""a corgi"""
DALLE,094-2.png,2.950466301690211,2.9016732661818487,2.399714489053075,"""a banana without its peel"""
stable-diffusion,025-3.png,2.706076425574705,2.489275598605156,2.4292224040724872,"""a pineapple with one beer to its left and two beers on its right"""
Controlnet,030-3.png,2.583804009117075,2.1625893001583405,2.2371965586684546,"""a dolphin in an astronaut suit on saturn"""
Lafite,011-4.png,1.9470561347194328,2.199467648317456,2.475657743393319,"""a woman with long hair"""
Glide,063-1.png,2.125760914345659,2.3601147429911733,2.328890572503588,"""A sign that says Deep Learning"""
Controlnet,091-3.png,2.9712735980415976,2.969881120031767,2.8731145350325376,"""a classroom without any students"""
DALLE,061-1.png,2.769669982547707,2.447241058932548,2.449342670571104,"""the word 'HELLO' on a girl's face"""
Glide,033-1.png,2.201249890378326,2.163525191508476,2.089943924770287,"""purple lego dollhouse with a pool and a swing"""
Unidiffuser,076-2.png,2.261979654230285,2.421638137846993,2.38191108469477,"""three small yellow boxes"""
Glide,028-3.png,1.9637513940705345,2.2440791016763937,2.651035106396997,"""Snow mountain and tree reflection in the lake"""
DALLE,055-3.png,2.9352187141293635,2.7165177292197464,2.73583367844898,"""a painting of the food of china"""
Lafite,098-4.png,2.212641197948042,2.174060583016326,2.0780963165332063,"""a street without vehicles"""
Unidiffuser,020-2.png,2.704749195576482,1.9902185515138693,2.4254549202573714,"""A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope."""
Unidiffuser,056-4.png,2.822584320878968,2.6287731915658386,2.3476322891372026,"""an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"""
Glide,080-3.png,1.80669308566938,2.0848213553548884,2.1572663686640667,"""view of a giraffe and a zebra in the middle of a field"""
stable-diffusion,079-3.png,2.27149560146883,2.0860066261711183,2.577939545373028,"""Times Square with thousands of dogs running around"""
Controlnet,085-1.png,3.0153359829446527,3.005555344113078,2.76636224926301,"""a close-up of an old-fashioned cocktail"""
Lafite,086-4.png,1.9849380178601743,2.006995899380695,2.068256658125968,"""A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration."""
Controlnet,040-3.png,2.450023219729684,2.202818359432533,2.5489388713339247,"""A blue colored dog"""
Lafite,015-4.png,2.1076316189730755,2.007849358370492,2.323527583366777,"""A bowl of Chicken Pho"""
DALLE,022-4.png,2.712965906558197,2.702524663515995,2.636693214643093,"""a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. """
DALLE,063-4.png,2.766866929258764,2.634134651625067,2.366598572826223,"""A sign that says Deep Learning"""
Controlnet,006-3.png,2.437807945196865,2.530854482723142,2.577144048357376,"""a book cover"""
stable-diffusion,048-1.png,2.631778195565981,2.714305054792108,2.2891521006043734,"""A large city fountain that has milk instead of water. Several cats are leaning into the fountain."""
DALLE,045-3.png,2.951888585979449,2.4657277522133807,2.426264789153864,"""A bowl of soup that looks like a monster with tofu says deep learning"""
Lafite,037-1.png,2.0923679648551783,2.459787162597384,2.662024235762378,"""A bare kitchen has wood cabinets and white appliances"""
Lafite,032-4.png,1.9783630587427272,2.1264104255478333,2.587350840665577,"""a large white yacht in a calm bay on a sunny day"""
Unidiffuser,051-4.png,1.93750671460488,2.1459201724990336,2.5338715195419588,"""a portrait of a man wearing sunglasses and a business suit, painting in pop art style"""
stable-diffusion,013-4.png,1.7239727775967348,1.9922966408239144,2.0993740478344387,"""a teddy bear on a skateboard"""
Lafite,067-2.png,1.9398952745384768,1.9770652342625603,1.963983192487111,"""a yellow wall with 'Hello, world.' written on it"""
DALLE,049-1.png,3.1451236060774974,3.0415484579412566,3.085000864882257,"""an elephant walking on the Great Wall"""
Unidiffuser,086-1.png,1.7523366833440406,2.021604820323004,1.9999316023558744,"""A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration."""
DALLE,080-1.png,3.005159130245461,2.543575503714865,2.8048687061219737,"""view of a giraffe and a zebra in the middle of a field"""
Unidiffuser,019-3.png,3.083303284229191,2.800530996400521,2.7679932412072,"""a boat in the canals of venice"""
stable-diffusion,093-2.png,2.358925406753081,2.829326080188734,2.1127702589730672,"""a closet without clothes"""
Controlnet,037-4.png,2.809952614001843,2.970175067758285,2.827931496887822,"""A bare kitchen has wood cabinets and white appliances"""
Controlnet,046-1.png,2.232332107015817,2.414709107070652,2.604476886104087,"""a drawing of a series of musical notes wrapped around the Earth"""
DALLE,069-2.png,3.0590973535239536,3.077164527193688,2.42419016152212,"""A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."""
Lafite,056-2.png,2.11282268861971,2.0334066810231426,2.062053813995083,"""an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"""
Lafite,012-4.png,1.946567021874788,1.948304557630508,2.054259797934919,"""A red bus is driving on the road"""
Unidiffuser,027-4.png,2.720376324140761,2.7217800123186544,2.710491264344153,"""A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table"""
stable-diffusion,014-2.png,2.8916980419899003,2.8120966500590905,2.7829675940806404,"""a pumpkin with a candle in it"""
DALLE,033-2.png,2.6226562185060507,2.4939370724667724,2.342986395677413,"""purple lego dollhouse with a pool and a swing"""
Unidiffuser,068-4.png,2.4599962487024194,2.530854436868278,2.3645284897730763,"""a store front with 'Grassy Meadow' written on it"""
Unidiffuser,084-2.png,2.703421195220175,2.620647443932244,2.6458848098934573,"""a cross-section view of a walnut"""
Controlnet,001-2.png,2.7545454523606283,2.990860520611341,3.0918110892134565,"""a girl"""
Lafite,038-1.png,1.818634229175068,2.091446978599868,2.5977040151573108,"""a fall landscape with a small cottage next to a lake"""
stable-diffusion,099-3.png,3.21983744739767,2.8415531940007166,2.526220415956299,"""An aerial view of Ha Long Bay without any boats"""
Controlnet,074-4.png,2.4263047025938147,2.5565551441076004,2.0371690877455126,"""ten red apples"""
Unidiffuser,040-1.png,2.857902895018421,2.7082675899502493,2.945888792745184,"""A blue colored dog"""
Unidiffuser,058-4.png,2.698446835522444,2.574218099508268,3.116411653951077,"""a painting of a white country home with a wrap-around porch"""
stable-diffusion,049-4.png,2.7311218621991293,2.402019416436084,2.961051821401908,"""an elephant walking on the Great Wall"""
DALLE,062-2.png,2.701615645089841,2.37453471692331,2.5749364879738605,"""a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background."""
stable-diffusion,048-2.png,2.9161919100360025,2.69793090866986,2.193056332859079,"""A large city fountain that has milk instead of water. Several cats are leaning into the fountain."""
Unidiffuser,004-1.png,3.072031419546978,3.1338160743105874,2.962393484859131,"""a flower"""
DALLE,065-1.png,2.685706904654217,2.964778366814717,2.484830781231119,"""Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."""
stable-diffusion,010-4.png,1.798384559049443,1.857530884023069,1.90148373891595,"""A giraffe walking through a green grass covered field"""
Glide,078-3.png,1.9653137917282488,2.452895455966534,1.725163973215455,"""a tennis court with three yellow cones on it"""
stable-diffusion,068-1.png,2.940856749477985,2.814263402126523,2.2306045884298293,"""a store front with 'Grassy Meadow' written on it"""
DALLE,097-3.png,2.4821813199925464,2.798825387811857,2.4010256250083697,"""a kitchen without a refrigerator"""
Controlnet,073-2.png,2.553036127660597,2.653288305011185,1.995385341008488,"""two red balls on a table"""
Glide,054-2.png,2.0935751003191383,2.2763692188134934,2.413835001191297,"""A photo of a lotus flower made of water. """
Lafite,027-1.png,2.0800460814226387,2.08789157154712,2.0367584977548203,"""A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table"""
Glide,043-3.png,1.822643924905185,2.215375784502977,2.107206239896028,"""a sword slicing through a loaf of bread"""
Unidiffuser,067-3.png,3.005697178229581,3.0606517813470298,2.986718525099689,"""a yellow wall with 'Hello, world.' written on it"""
DALLE,060-2.png,2.438998445646285,2.1704965974462587,1.930051361031019,"""a cartoon of a dog saying ""I see what you did there"""""
Controlnet,014-4.png,3.012565999438994,2.826220966986146,3.025673872429807,"""a pumpkin with a candle in it"""
stable-diffusion,044-2.png,3.2578853238446186,3.239578864003064,3.363580626974693,"""an orange wearing a cowboy hat"""
Controlnet,074-3.png,2.7413686206299275,2.389328135699082,2.298254325187064,"""ten red apples"""
Lafite,010-3.png,1.960547376383034,1.771720711416102,2.111960628351812,"""A giraffe walking through a green grass covered field"""
Glide,084-4.png,1.929176066443356,1.934229262768864,2.1162505554271243,"""a cross-section view of a walnut"""
stable-diffusion,038-1.png,2.946876755063058,3.0189582295434474,3.11259010454236,"""a fall landscape with a small cottage next to a lake"""
Controlnet,023-2.png,2.756688416358973,2.356513888761758,2.2713471853197453,"""a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese"""
stable-diffusion,075-1.png,3.0362792204774176,2.916833803022952,3.182802984818004,"""three green peppers"""
stable-diffusion,020-4.png,2.187970285117553,2.0086607100671703,2.069515450759281,"""A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope."""
Controlnet,096-3.png,2.6995923868082263,2.6808008236361025,2.587318325648132,"""We painted the wall with cracks."""
Glide,031-2.png,2.417113964110848,2.4377577200070704,2.3982139589092344,"""a library filled with kids reading books"""
Unidiffuser,022-4.png,2.042278710601071,2.018264016791836,2.108544751897105,"""a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. """
Unidiffuser,043-4.png,2.36925296832726,2.1516270154720125,1.9597657868653464,"""a sword slicing through a loaf of bread"""
Controlnet,065-1.png,2.9049095213791247,2.6641124160839933,2.3986021582246435,"""Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."""
Unidiffuser,027-1.png,2.894768330250488,2.9019743233317974,3.102174415514879,"""A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table"""
Glide,078-4.png,2.061151608418444,2.169279160316109,1.87477773107876,"""a tennis court with three yellow cones on it"""
DALLE,087-2.png,3.220626453909527,3.3134627006069115,3.3059596727666167,"""an aerial view of a dining room"""
Glide,060-4.png,1.9523173957827675,2.0073369236961014,1.9489528115577428,"""a cartoon of a dog saying ""I see what you did there"""""
Controlnet,067-1.png,2.9402666552413934,2.930924257266663,2.484389181275403,"""a yellow wall with 'Hello, world.' written on it"""
Unidiffuser,078-2.png,2.5954455572557795,2.443068135062316,2.200911023100047,"""a tennis court with three yellow cones on it"""
Glide,029-1.png,1.874513554674144,2.026963557532395,2.1896072288662003,"""An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"""
Unidiffuser,005-3.png,2.85626398891464,2.7222450117852275,3.099244817158168,"""a green pepper"""
DALLE,059-3.png,2.517368174741275,2.3832757192777465,2.779067070027113,"""Downtown Shanghai at sunrise. detailed ink wash."""
Unidiffuser,084-3.png,1.962724739361677,1.8938299025281744,1.8480494530644127,"""a cross-section view of a walnut"""
Glide,050-4.png,2.0857185436072845,2.178482127825243,2.0406613786350607,"""A photo of a panda made of water."""
DALLE,046-4.png,2.5500312665528506,2.235574403489569,2.6566633939931195,"""a drawing of a series of musical notes wrapped around the Earth"""
Glide,097-3.png,2.084401046436181,2.5707247967692903,2.791788959427202,"""a kitchen without a refrigerator"""
Controlnet,094-1.png,2.3617775514904524,2.3486341258910164,2.0610279804494773,"""a banana without its peel"""
Glide,015-3.png,1.801645543785712,2.4334776341825304,2.3307815213732663,"""A bowl of Chicken Pho"""
Unidiffuser,096-2.png,2.01963446639862,2.2671063647276872,2.424979820746148,"""We painted the wall with cracks."""
